id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-111178782-A,Micro-service architecture of process industrial data operation platform ,广州博依特智能信息科技有限公司,"洪蒙纳, 康春华, 温成柱, 蔡杰焕, 郑泽鸿, 李继庚",03/01/2020,03/01/2020,19/05/2020,,https://patents.google.com/patent/CN111178782A/en,
CN-111041489-A,Molybdenum/titanium alloy film etching solution composition and application thereof ,广州市豪越新能源设备有限公司,贾军宝,03/01/2020,03/01/2020,21/04/2020,,https://patents.google.com/patent/CN111041489A/en,
CN-111138669-A,"Self-repairing hydrogel synthesized through autocatalysis, preparation method of gel precursor of self-repairing hydrogel and synthesis method of hydrogel ",青岛大学,"高利龙, 焦彩彩",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111138669A/en,
CN-111034517-A,Plant freeze-proof device for gardening cultivation ,张微,张微,03/01/2020,03/01/2020,21/04/2020,,https://patents.google.com/patent/CN111034517A/en,
CN-111005549-A,Internal climbing platform device for building tower drum and tower drum building method ,上海电气研砼建筑科技集团有限公司,"陆峰, 钦明畅, 侯新锋, 张后禅",03/01/2020,03/01/2020,14/04/2020,,https://patents.google.com/patent/CN111005549A/en,
CN-111192837-A,Method for testing warping degree of wafer ,嘉兴百盛光电有限公司,"陈跃华, 彭从峰, 卜志超, 陈时兴",03/01/2020,03/01/2020,22/05/2020,,https://patents.google.com/patent/CN111192837A/en,
CN-111209847-A,Violence sorting identification method and device ,秒针信息技术有限公司,"刘永霞, 深翀, 汪建新",03/01/2020,03/01/2020,29/05/2020,,https://patents.google.com/patent/CN111209847A/en,
CN-111907673-A,Small-size single-propeller unmanned remote control submersible ,天津科技大学,"王晓鸣, 吴高升, 梁胜国",03/01/2020,03/01/2020,10/11/2020,,https://patents.google.com/patent/CN111907673A/en,
CN-110946864-A,Application of piperazine ferulate tablet ,深圳市中医院,"陈剑平, 王佛长, 刘新辉, 黄诗莹, 郑平, 郑琳, 张尚斌, 李顺民",03/01/2020,03/01/2020,03/04/2020,,https://patents.google.com/patent/CN110946864A/en,
CN-111146107-A,Wafer plane measuring instrument ,嘉兴百盛光电有限公司,"陈跃华, 彭从峰, 卜志超, 陈时兴",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111146107A/en,
CN-111115409-A,Elevator counterweight guide rail bracket ,宁波市翼腾精密制造有限公司,"应益军, 赵高杰",03/01/2020,03/01/2020,08/05/2020,,https://patents.google.com/patent/CN111115409A/en,
CN-110948044-A,High-precision sawing equipment for aluminum profiles ,"云南科保模架有限责任公司, 云南建投建材科技有限责任公司","李章建, 胡江, 杨成, 宋杨会, 李勇, 杨娟, 曾才超",03/01/2020,03/01/2020,03/04/2020,,https://patents.google.com/patent/CN110948044A/en,
CN-111198710-A,"Program installation package processing method and device, electronic equipment and computer readable storage medium ",厦门美图之家科技有限公司,陈鸿图,03/01/2020,03/01/2020,26/05/2020,,https://patents.google.com/patent/CN111198710A/en,
CN-111099898-A,Aluminum-based silicon carbide high-density packaged semiconductor composite material ,常州市申鑫新材料科技有限公司,田鹏,03/01/2020,03/01/2020,05/05/2020,,https://patents.google.com/patent/CN111099898A/en,
CN-111240609-A,"Data printing method and device, electronic equipment and storage medium ",北京辰森世纪科技股份有限公司,"吴冠英, 郝璟彧",03/01/2020,03/01/2020,05/06/2020,,https://patents.google.com/patent/CN111240609A/en,
CN-110935154-A,Device for handball shooting training and handball shooting training method ,赵永俊,"赵永俊, 关越, 时煦沣",02/01/2020,02/01/2020,31/03/2020,,https://patents.google.com/patent/CN110935154A/en,
CN-111018297-A,"One-stop disposal method for sludge dehydration, drying and thermal cracking ",思庚特新能源科技(上海)有限公司,"林伯儒, 黄晓烽, 吕卫奇, 倪敢峰, 郭维存",02/01/2020,02/01/2020,17/04/2020,,https://patents.google.com/patent/CN111018297A/en,
CN-110878590-A,Novel precast concrete high strength metal connecting piece ,海盐宏拓五金有限公司,顾和良,02/01/2020,02/01/2020,13/03/2020,,https://patents.google.com/patent/CN110878590A/en,
CN-111092497-A,Magnetic induction wireless power transmission coil and magnetic induction wireless power transmission system ,上海大学,"扆梓轩, 李美玲, 杨雪霞",02/01/2020,02/01/2020,01/05/2020,,https://patents.google.com/patent/CN111092497A/en,
CN-111042029-A,Municipal afforestation guardrail ,陈西华,陈西华,02/01/2020,02/01/2020,21/04/2020,,https://patents.google.com/patent/CN111042029A/en,
CN-111063463-A,Carrying device and carrying method for nondestructive testing of fuel assembly ,中国原子能科学研究院,"潘喆, 谢乔, 张向阳, 何高魁",02/01/2020,02/01/2020,24/04/2020,,https://patents.google.com/patent/CN111063463A/en,
CN-111041920-A,Construction method for plate-type concrete prefabricated pavement ,四川恒增装配式建筑科技有限公司,"郑蓉, 李新亮, 曲瑞雪, 余能银, 邓益兵",02/01/2020,02/01/2020,21/04/2020,,https://patents.google.com/patent/CN111041920A/en,
CN-111194006-A,"Dynamic geo-fence generation method and device, computer equipment and storage medium ",西安广和通无线软件有限公司,何伟崇,02/01/2020,02/01/2020,22/05/2020,,https://patents.google.com/patent/CN111194006A/en,
CN-111053159-A,Lamb feed capable of reducing weaning stress and improving growth performance ,中国科学院亚热带农业生态研究所,"刘勇, 贺志雄, 谭支良, 汤少勋, 周传社, 康劲翮, 陈凯",02/01/2020,02/01/2020,24/04/2020,,https://patents.google.com/patent/CN111053159A/en,
CN-111191196-A,"Embedded program running method and device, computer equipment and storage medium ",日立楼宇技术（广州）有限公司,"涂海胜, 文科, 刘辉, 吴炳坤",02/01/2020,02/01/2020,22/05/2020,,https://patents.google.com/patent/CN111191196A/en,
CN-111319051-A,Intelligent inspection robot for intelligent engine room of ship and method thereof ,武汉理工大学,余永华,02/01/2020,02/01/2020,23/06/2020,,https://patents.google.com/patent/CN111319051A/en,
CN-110899608-A,Molding sand for aluminum casting and preparation method thereof ,西安昆仑工业（集团）有限责任公司,"王元飞, 陈迎旭, 纪锦霞, 王晨飞",02/01/2020,02/01/2020,24/03/2020,,https://patents.google.com/patent/CN110899608A/en,
CN-111154051-A,"Waterproof and moisture permeable acrylic resin, and preparation method and application thereof ","万华化学集团股份有限公司, 万华化学（广东）有限公司, 万华化学（宁波）有限公司","王少鹏, 徐明磊, 乔义涛, 邓俊英",02/01/2020,02/01/2020,15/05/2020,,https://patents.google.com/patent/CN111154051A/en,
CN-111833727-A,Display panel and display device ,合肥维信诺科技有限公司,"朱超, 吴敏, 周梦怡, 朱翩, 董正逵, 范文志, 蔡伟民, 马伟杰",02/01/2020,02/01/2020,27/10/2020,,https://patents.google.com/patent/CN111833727A/en,
CN-111191056-A,Multimedia recommendation method and device ,中国联合网络通信集团有限公司,张玉桃,02/01/2020,02/01/2020,22/05/2020,,https://patents.google.com/patent/CN111191056A/en,
CN-110837186-A,Industrial construction guides and uses AR glasses ,成都卧云科技有限公司,"王群, 姜波",02/01/2020,02/01/2020,25/02/2020,,https://patents.google.com/patent/CN110837186A/en,
CN-111225049-A,Method for automatically constructing WEB application system mirror image ,上海多算智能科技有限公司,胡宇锋,02/01/2020,02/01/2020,02/06/2020,,https://patents.google.com/patent/CN111225049A/en,
CN-111191618-A,KNN scene classification method and system based on matrix group ,武汉大学,"徐承俊, 朱国宾, 舒静倩",02/01/2020,02/01/2020,22/05/2020,,https://patents.google.com/patent/CN111191618A/en,
CN-111045171-A,Production process of termite-proof optical cable ,杭州富通通信技术股份有限公司,何园园,02/01/2020,02/01/2020,21/04/2020,,https://patents.google.com/patent/CN111045171A/en,
CN-211754028-U,Improved generation coating production mixes machine with dry powder ,石家庄泰达涂料有限公司,刘冰,11/01/2020,11/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211754028U/en,
CN-212865116-U,Multifunctional dust removal vehicle for textile mill ,绍兴市德帏纺织科技有限公司,谢全罗,11/01/2020,11/01/2020,02/04/2021,02/04/2021,https://patents.google.com/patent/CN212865116U/en,
CN-211813742-U,Concrete truck clearance system ,陕西隆生建材有限公司,刘文鹏,11/01/2020,11/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211813742U/en,
CN-211665768-U,Building construction basis deep basal pit excavation construction protective structure ,四川中宇建设工程有限公司,"徐建刚, 廖子先, 徐建国",11/01/2020,11/01/2020,13/10/2020,13/10/2020,https://patents.google.com/patent/CN211665768U/en,
CN-212212077-U,Special device of growing seedlings is planted to extensive peach ,朱成,朱成,11/01/2020,11/01/2020,25/12/2020,25/12/2020,https://patents.google.com/patent/CN212212077U/en,
CN-212087143-U,Saline and alkaline land planting technique structure ,深圳华熙环境建设有限公司,"邱世正, 彭悦燕",11/01/2020,11/01/2020,08/12/2020,08/12/2020,https://patents.google.com/patent/CN212087143U/en,
CN-211821396-U,Underwater detection equipment for ocean energy ,胡砚彬,胡砚彬,11/01/2020,11/01/2020,30/10/2020,30/10/2020,https://patents.google.com/patent/CN211821396U/en,
CN-211783377-U,Auxiliary upright post damping mechanism of automatic three-coordinate measuring machine ,思瑞测量技术(深圳)有限公司,"朱维中, 王国栋",11/01/2020,11/01/2020,27/10/2020,27/10/2020,https://patents.google.com/patent/CN211783377U/en,
CN-211149702-U,Multimedia teaching auxiliary teaching device ,河南建筑职业技术学院,"王元元, 葛文秀, 周杨, 娄凤娟",11/01/2020,11/01/2020,31/07/2020,31/07/2020,https://patents.google.com/patent/CN211149702U/en,
CN-211561156-U,Graphene mask cloth ,广州市缇香纺织实业有限公司,饶永波,11/01/2020,11/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211561156U/en,
CN-211712691-U,Oil-water solid-phase separation device ,北京慧天丰石油机械有限公司,"代刚, 党肖娇, 钟永生, 王家珺",11/01/2020,11/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211712691U/en,
CN-212554418-U,Dry powder mortar compounding device ,黄河科技学院,"付志豪, 付若愚, 吴永香",11/01/2020,11/01/2020,19/02/2021,19/02/2021,https://patents.google.com/patent/CN212554418U/en,
CN-211678286-U,Reduce extravagant fodder dust collector ,玉田县弘泰饲料有限公司,董士辉,11/01/2020,11/01/2020,16/10/2020,16/10/2020,https://patents.google.com/patent/CN211678286U/en,
CN-211721704-U,Corbicula cleaning device ,苏州泰进食品有限公司,"宫长青, 范齐勇, 洪良兵",11/01/2020,11/01/2020,23/10/2020,23/10/2020,https://patents.google.com/patent/CN211721704U/en,
CN-211710852-U,Energy-saving railway signal lamp ,高翰非,高翰非,11/01/2020,11/01/2020,20/10/2020,20/10/2020,https://patents.google.com/patent/CN211710852U/en,
CN-211234716-U,Noise monitoring device in library ,浙江多谱检测科技有限公司,"顾顺清, 陈琪锋, 吴汪青, 凌晓妹, 陈荣",12/01/2020,12/01/2020,11/08/2020,11/08/2020,https://patents.google.com/patent/CN211234716U/en,
CN-211562966-U,Reactor for preparing hydrogel ,郑州睿科生化科技有限公司,"任志敏, 焦廷华, 孔路明",12/01/2020,12/01/2020,25/09/2020,25/09/2020,https://patents.google.com/patent/CN211562966U/en,
CN-111136558-B,Abrasive wheel cutting machine for cutting plates ,浙江环艺电子科技有限公司,牛思婷,12/01/2020,12/01/2020,24/11/2020,24/11/2020,https://patents.google.com/patent/CN111136558B/en,
CN-211927835-U,Air quality detector convenient to installation ,蔡宏丽,蔡宏丽,12/01/2020,12/01/2020,13/11/2020,13/11/2020,https://patents.google.com/patent/CN211927835U/en,
KR-102136771-B1,Apparatus for collecting fine dust by using driving force of vehicle ,"함동윤, 엄태건","함동윤, 엄태건",06/01/2020,06/01/2020,22/07/2020,22/07/2020,https://patents.google.com/patent/KR102136771B1/en,https://patentimages.storage.googleapis.com/92/f6/95/be55b0be08c5e5/112020000853237-pat00001.png
KR-102205418-B1,An door apparatus for flow arrangement wall of water reservoir ,수엔비텍 주식회사,"이상훈, 심인하",06/01/2020,06/01/2020,21/01/2021,21/01/2021,https://patents.google.com/patent/KR102205418B1/en,https://patentimages.storage.googleapis.com/bb/f6/17/80a57cef6b828b/112020001082120-pat00001.png
CN-211503135-U,Green intelligent ventilation unit of building of smoke protection fog series flow ,佛山市岭南建筑设计咨询有限公司,王欣,06/01/2020,06/01/2020,15/09/2020,15/09/2020,https://patents.google.com/patent/CN211503135U/en,
CN-211320929-U,Novel low-pressure mixing compensation system ,"国网浙江杭州市萧山区供电有限公司, 杭州电力设备制造有限公司萧山欣美成套电气制造分公司, 浙江晟泰电气有限公司","宋惠忠, 谭海云, 胡苏剑, 陈思浩, 潘珲, 周艳, 王鹏程, 蒋耀炯, 莫洪亮, 王莉芳, 童林杰, 吕渭, 孔丽丹, 邱海锋, 周强, 张金雄, 张驰, 李俊斐, 孙浩然, 马妍, 周文佳, 吴顺利, 金磊",03/01/2020,13/01/2020,21/08/2020,21/08/2020,https://patents.google.com/patent/CN211320929U/en,
CN-211317666-U,Water tightness detection device of ship cargo hold ,龙口检验认证有限公司,解金鑫,10/01/2020,10/01/2020,21/08/2020,21/08/2020,https://patents.google.com/patent/CN211317666U/en,
CN-110972753-A,Agricultural light conversion spray liquid and preparation method thereof ,湖南文理学院,"周诗彪, 张茂美, 郝爱平, 肖安国, 王锟",10/01/2020,10/01/2020,10/04/2020,,https://patents.google.com/patent/CN110972753A/en,
CN-111241311-A,"Media information recommendation method and device, electronic equipment and storage medium ",腾讯科技（深圳）有限公司,"刘祺, 谢若冰, 刘书凯, 张博, 林乐宇",09/01/2020,09/01/2020,05/06/2020,,https://patents.google.com/patent/CN111241311A/en,
CN-111173681-A,Magnetic suspension vertical axis wind turbine generator suspension control method based on sliding mode neural network ,曲阜师范大学,"蔡彬, 崔国栋, 苏佰丽, 褚晓广, 谌义喜",09/01/2020,09/01/2020,19/05/2020,,https://patents.google.com/patent/CN111173681A/en,
CN-112117112-A,Transformer oil temperature grading detection method ,胡硕,胡硕,09/01/2020,09/01/2020,22/12/2020,,https://patents.google.com/patent/CN112117112A/en,
CN-111165444-A,Vacuum fish sucking machine ,晋江市捷威机械制造有限公司,陈少锋,08/01/2020,08/01/2020,19/05/2020,,https://patents.google.com/patent/CN111165444A/en,
CN-111174962-A,Capacitance type three-dimensional force sensor with adjustable measuring range ,哈尔滨工业大学,"高栋, 张鹏飞, 路勇, 邓柯楠",08/01/2020,08/01/2020,19/05/2020,,https://patents.google.com/patent/CN111174962A/en,
CN-111259925-A,Method for counting field wheat ears based on K-means clustering and width mutation algorithm ,安徽大学,"张东彦, 汪志存, 陈雨, 梁栋, 黄文江, 杜世州, 张秋思, 谷春艳",08/01/2020,08/01/2020,09/06/2020,,https://patents.google.com/patent/CN111259925A/en,
CN-111082162-A,Aqueous sodium ion battery ,中国石油大学(华东),"邢伟, 申艳新, 高秀丽",08/01/2020,08/01/2020,28/04/2020,,https://patents.google.com/patent/CN111082162A/en,
CN-111117953-A,In-vitro culture method of aged mouse genioglossus muscle-derived myoblasts ,上海市口腔病防治院,"朱露莹, 刘月华, 卢燕勤, 韩欣欣, 於丽明, 张维华, 邓佳佳",08/01/2020,08/01/2020,08/05/2020,,https://patents.google.com/patent/CN111117953A/en,
CN-111192447-A,"Transformer substation voiceprint detection and identification device, method and system based on Internet of things ",国网上海市电力公司,"田昊洋, 彭伟, 曹培, 张磊, 任茂鑫, 厉敏宪",08/01/2020,08/01/2020,22/05/2020,,https://patents.google.com/patent/CN111192447A/en,
CN-111189725-A,Loading device and method for asymmetric cyclic load of tested piece ,吉林大学,"王昕�, 张学成, 曹晓东, 张瀚冰, 李文权, 李群, 姜冬梅",08/01/2020,08/01/2020,22/05/2020,,https://patents.google.com/patent/CN111189725A/en,
CN-111245544-A,Timing synchronization improvement method for symbol rate deviation in non-cooperative communication system ,西安电子科技大学,"李兵兵, 李洁",08/01/2020,08/01/2020,05/06/2020,,https://patents.google.com/patent/CN111245544A/en,
CN-111228806-A,"Control method and device of virtual operation object, storage medium and electronic device ",腾讯科技（深圳）有限公司,刘智洪,08/01/2020,08/01/2020,05/06/2020,,https://patents.google.com/patent/CN111228806A/en,
CN-111241438-A,"Cartoon picture display method and device, computer readable storage medium and computer equipment ",腾讯科技（深圳）有限公司,"刘冲, 刘爽, 明细龙, 蒋健, 李甜甜",08/01/2020,08/01/2020,05/06/2020,,https://patents.google.com/patent/CN111241438A/en,
CN-111059638-A,Window type air conditioner ,"广东美的制冷设备有限公司, 美的集团股份有限公司","张康文, 邢志钢, 雷志盛, 刘雨, 喻辉, 唐宇航, 申文军, 赵阿立",08/01/2020,08/01/2020,24/04/2020,,https://patents.google.com/patent/CN111059638A/en,
CN-111146991-A,Unmanned intelligent sweeper driving motor control method and system ,青岛科技大学,"姚文龙, 庞震, 王加利, 池荣虎, 邵巍, 李博洋",08/01/2020,08/01/2020,12/05/2020,,https://patents.google.com/patent/CN111146991A/en,
CN-111110871-A,Nanometer diagnosis and treatment agent material capable of efficiently crossing blood brain barrier and targeting in-situ brain glioma and preparation method thereof ,中国科学院上海硅酸盐研究所,"陈航榕, 梁凯程, 罗宇, 张秋红",08/01/2020,08/01/2020,08/05/2020,,https://patents.google.com/patent/CN111110871A/en,
CN-111005002-A,Preparation method of erosion-resistant and corrosion-resistant self-cleaning coating for compressor blade ,中国航空制造技术研究院,"马国佳, 刘星, 孙刚, 崔向中, 马贺, 余庆陶",08/01/2020,08/01/2020,14/04/2020,,https://patents.google.com/patent/CN111005002A/en,
CN-111241060-A,"Data migration method, system, device and storage medium ",苏州科达科技股份有限公司,"冯懿宣, 晋兆龙, 赵波",08/01/2020,08/01/2020,05/06/2020,,https://patents.google.com/patent/CN111241060A/en,
CN-111162721-A,"Load parameter identification method, control system, device and readable storage medium ",深圳易能电气技术股份有限公司,吴远,08/01/2020,08/01/2020,15/05/2020,,https://patents.google.com/patent/CN111162721A/en,
CN-111168677-A,Stability control method for humanoid flexible arm system ,山东理工大学,"杜钦君, 宋传明",08/01/2020,08/01/2020,19/05/2020,,https://patents.google.com/patent/CN111168677A/en,
CN-112309135-A,Direction judgment system based on lane detection and corresponding terminal ,常俊杰,常俊杰,07/01/2020,07/01/2020,02/02/2021,,https://patents.google.com/patent/CN112309135A/en,
CN-111274242-A,Data searching method and device of tree structure for hospital logistics operation and maintenance ,南京天溯自动化控制系统有限公司,"侯逸文, 李阳",07/01/2020,07/01/2020,12/06/2020,,https://patents.google.com/patent/CN111274242A/en,
CN-111118501-A,Tin surface protective agent and preparation method thereof ,深圳市星扬高新科技有限公司,"李亚全, 王荣茹, 周国新",07/01/2020,07/01/2020,08/05/2020,,https://patents.google.com/patent/CN111118501A/en,
CN-111186847-A,"Crystal-regulated particle ammonium sulfate, crystallization auxiliary agent and preparation method thereof ",朱磊,朱磊,07/01/2020,07/01/2020,22/05/2020,,https://patents.google.com/patent/CN111186847A/en,
CN-111216129-A,Active and passive combined series-parallel force feedback equipment gravity compensation method ,华南理工大学,"李静蓉, 符俊岭, 谢海龙, 王清辉",07/01/2020,07/01/2020,02/06/2020,,https://patents.google.com/patent/CN111216129A/en,
CN-111487365-A,Method for in-situ determination of denitrification and anaerobic ammonia oxidation rates of deep-water reservoir sediments ,三峡大学,"王从锋, 赵萍, 杨正健, 郭小娟, 刘德富, 马骏",07/01/2020,07/01/2020,04/08/2020,,https://patents.google.com/patent/CN111487365A/en,
CN-111157886-A,Contact net isolating switch fault diagnosis method ,华东交通大学,胡军,07/01/2020,07/01/2020,15/05/2020,,https://patents.google.com/patent/CN111157886A/en,
CN-111862558-A,Intelligent processing method of fire detection signal ,武汉烽火富华电气有限责任公司,"文涛, 崔新友, 李强, 袁成, 谭蕾",07/01/2020,07/01/2020,30/10/2020,,https://patents.google.com/patent/CN111862558A/en,
CN-111193022-A,Preparation and application of modified ammonium trifluorooxotitanate for lithium ion battery ,东北大学秦皇岛分校,"刘延国, 江楠, 孙宏宇, 王小亮, 王志远",07/01/2020,07/01/2020,22/05/2020,,https://patents.google.com/patent/CN111193022A/en,
CN-111075491-A,A anti-wind device that ventilates during mine operation ,广州力寄采矿设备有限公司,不公告发明人,07/01/2020,07/01/2020,28/04/2020,,https://patents.google.com/patent/CN111075491A/en,
CN-111092269-A,Explosion suppression device and method for lithium ion battery box ,烟台创为新能源科技有限公司,"张立磊, 常洪波, 李明明, 赵怡锋",06/01/2020,06/01/2020,01/05/2020,,https://patents.google.com/patent/CN111092269A/en,
CN-111242445-A,"Method, device and readable storage medium for testing products based on configuration production line ",广州熔科机电技术有限公司,"蔡东楷, 王忠亮, 唐晓扬, 李维祥",06/01/2020,06/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242445A/en,
CN-111054569-A,Elastic ring piece for atomizing sheet and atomizing equipment ,佛山市南海科日超声电子有限公司,"彭海明, 张健光",06/01/2020,06/01/2020,24/04/2020,,https://patents.google.com/patent/CN111054569A/en,
CN-111123369-A,"Geological exploration wave detection method, device, equipment and medium ",湖南省有色地质勘查局二四七队,"卜传新, 杜成额, 肖新星, 邓鹏博, 张叶鹏, 黄朝宇, 刘湘成, 柳智, 李芸, 刘玉, 吴頔, 黄秋, 曾伟元, 彭亮华, 任杰, 王红",06/01/2020,06/01/2020,08/05/2020,,https://patents.google.com/patent/CN111123369A/en,
CN-111180835-A,CO based on zinc or aluminum air battery system2Hydrogen production and power generation method ,南京二向箔新材料科技有限公司,"卜云飞, 李峰, 卜加俊",06/01/2020,06/01/2020,19/05/2020,,https://patents.google.com/patent/CN111180835A/en,
CN-111036070-A,Polarity bionic aquatic weed enhanced ecological indoor air purification device and method ,哈尔滨工业大学,"王丽, 宋雨桐, 杨京利, 付嘉峰, 王琳",06/01/2020,06/01/2020,21/04/2020,,https://patents.google.com/patent/CN111036070A/en,
CN-111176178-A,Intelligent sanitary equipment control system for public washroom ,上海大学,"丁雪海, 陈艺元, 张珂昕, 付首钢, 刘成帅",05/01/2020,05/01/2020,19/05/2020,,https://patents.google.com/patent/CN111176178A/en,
CN-111107680-A,Medium-high frequency induction heating system and application thereof ,唐山骏逸机械设备有限责任公司,"丁洪旗, 吴作, 王继龙",03/01/2020,03/01/2020,05/05/2020,,https://patents.google.com/patent/CN111107680A/en,
CN-111242950-A,Building boundary determining method and device ,北京三快在线科技有限公司,"王文超, 孙翔, 秦博, 段航",03/01/2020,03/01/2020,05/06/2020,,https://patents.google.com/patent/CN111242950A/en,
CN-111109193-A,Method for evaluating protein nutrition state of live pig individual by using blood metabolite ,中国科学院亚热带农业生态研究所,"冯泽猛, 苏云, 王荃, 高驰, 印遇龙",03/01/2020,03/01/2020,08/05/2020,,https://patents.google.com/patent/CN111109193A/en,
CN-111397774-A,Distributed flexible force and position measuring device based on Hall effect ,华中科技大学,"冀晶晶, 齐意媛, 李国民",03/01/2020,03/01/2020,10/07/2020,,https://patents.google.com/patent/CN111397774A/en,
CN-111166287-A,Alimentary canal pressure measurement device ,陕西中医药大学,"林洁, 李智",03/01/2020,03/01/2020,19/05/2020,,https://patents.google.com/patent/CN111166287A/en,
CN-111099511-A,Automatic catwalk winch drum device driven by double variable frequency motors ,西安石油大学,"鲍泽富, 王冲",03/01/2020,03/01/2020,05/05/2020,,https://patents.google.com/patent/CN111099511A/en,
CN-111183955-A,Method for improving reproductive performance of mammals after pregnancy by oral administration of melatonin ,中国农业大学,"刘国世, 张鲁, 朱天奇, 刘吉平, 张珍珍, 王静, 宋玉坤, 姬鹏云, 王业华, 王义敏",03/01/2020,03/01/2020,22/05/2020,,https://patents.google.com/patent/CN111183955A/en,
CN-111145551-A,Intersection traffic planning system based on CNN detection follows chapter rate ,南京邮电大学,"肖建, 王新宇, 张子恒, 梅青, 佟诚, 张雷, 陈文勤",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111145551A/en,
CN-111035395-A,"Blood oxygen saturation signal analysis method and device, computer equipment and storage medium ","上海市第六人民医院, 上海交通大学","关建, 殷善开, 易红良, 盛斌, 李华婷, 刘茹涵, 许华俊",03/01/2020,03/01/2020,21/04/2020,,https://patents.google.com/patent/CN111035395A/en,
CN-111140998-A,Intelligent control system for hot air curtain of underground space in alpine region ,南京工程学院,"张艳芹, 倪世钱, 李磊, 罗义",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111140998A/en,
CN-111081699-A,Intelligent power module and equipment ,"广东美的制冷设备有限公司, 美的集团股份有限公司","李媛媛, 冯宇翔",03/01/2020,03/01/2020,28/04/2020,,https://patents.google.com/patent/CN111081699A/en,
CN-111030259-A,Lithium battery charging method and device based on temperature ,福建升腾资讯有限公司,丛庆,03/01/2020,03/01/2020,17/04/2020,,https://patents.google.com/patent/CN111030259A/en,
CN-111147146-A,Optical fiber network-based photoelectric transceiving system of industrial field bus ,杭州和利时自动化有限公司,"刘建中, 魏毅, 刘志哲, 冯经韬, 王轩",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111147146A/en,
CN-111137926-A,Non-equilibrium state nanowire and preparation method thereof ,中国科学技术大学,"杨晴, 张莉, 游苏",03/01/2020,03/01/2020,12/05/2020,,https://patents.google.com/patent/CN111137926A/en,
CN-111116933-A,Supramolecular polymer and application thereof in mercury ion detection ,西北师范大学,"林奇, 李颖洁, 张云飞, 张有明, 姚虹, 魏太保",03/01/2020,03/01/2020,08/05/2020,,https://patents.google.com/patent/CN111116933A/en,
CN-110925851-A,Intermittent saturated steam long-distance heat supply system ,"北京京诚科林环保科技有限公司, 中冶京诚工程技术有限公司","白海军, 王治国, 杨明华, 周春丽, 曹阳, 李睿",02/01/2020,02/01/2020,27/03/2020,,https://patents.google.com/patent/CN110925851A/en,
CN-111369033-A,Prediction method and device for value distribution of operation and maintenance indexes ,东软集团股份有限公司,"石子凡, 崔喜龙, 李海南",02/01/2020,02/01/2020,03/07/2020,,https://patents.google.com/patent/CN111369033A/en,
CN-111181632-A,Automatic test system of SFP optical module ,武汉思博源科技有限公司,吕义博,02/01/2020,02/01/2020,19/05/2020,,https://patents.google.com/patent/CN111181632A/en,
CN-111264411-A,Divide and drink formula sheep with heating watering device ,黑龙江省农业机械工程科学研究院齐齐哈尔农业机械化研究所,"周凤波, 李爱华, 卢宏宇, 王敦军, 李洪德, 何占松, 吴建华, 陈海霞, 王宇, 张伯韧, 冯骥强, 白兆鹏",02/01/2020,02/01/2020,12/06/2020,,https://patents.google.com/patent/CN111264411A/en,
CN-111171216-A,"Water-based dispersant, preparation method and application ",传美讯电子科技（珠海）有限公司,王莹铮,02/01/2020,02/01/2020,19/05/2020,,https://patents.google.com/patent/CN111171216A/en,
CN-111115727-A,Rural sewage treatment system and method ,"中建一局华江建设有限公司, 中国建筑一局(集团)有限公司, 中国建筑股份有限公司","曹瑞良, 董清崇, 许锦林, 黄超, 王春红, 王依列, 袁凤瑞, 万仁威",02/01/2020,02/01/2020,08/05/2020,,https://patents.google.com/patent/CN111115727A/en,
CN-111053247-A,Method for preparing soybean protein porous microspheres by using calcium carbonate template ,东北农业大学,"隋晓楠, 董亚博, 兰天, 王佳悦, 单冠程, 田然, 温家煜, 张泰毓",09/01/2020,09/01/2020,24/04/2020,,https://patents.google.com/patent/CN111053247A/en,
CN-111179706-A,Electronic temperature alarm intelligence-developing teaching aid for children ,北京中诚博睿教育科技有限公司,王东,09/01/2020,09/01/2020,19/05/2020,,https://patents.google.com/patent/CN111179706A/en,
CN-112293341-A,Artificial rearing method of black spider monkey cubs ,广州长隆集团有限公司,"董贵信, 张学礼, 陈思明, 罗盛辉, 李梅, 黄源欣",09/01/2020,09/01/2020,02/02/2021,,https://patents.google.com/patent/CN112293341A/en,
CN-111167162-A,Easy-to-maintain mixer-settler used in hot room ,中国原子能科学研究院,"蒋德祥, 何辉, 李峰峰, 唐洪彬, 叶国安, 常尚文, 李斌, 刘占元, 刘金平, 申震, 郭建华, 刘聪, 朱礼洋, 刘协春",09/01/2020,09/01/2020,19/05/2020,,https://patents.google.com/patent/CN111167162A/en,
